,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSG00000154957,163.5058955,0.067501702,0.137872402,0.564441816,0.812618593
ENSG00000154978,1936.014262,-0.289370527,0.128490845,0.010473329,0.065031302
ENSG00000155008,114.3291035,-0.528880774,0.219892855,0.002350504,0.02052245
ENSG00000155011,12.10674344,1.182144784,0.598658423,0.002102598,0.018820539
ENSG00000155016,1216.810992,-0.183811924,0.149654343,0.137987502,0.387524348
ENSG00000155026,1.758896045,-0.053695554,0.261728514,0.342465741,NA
ENSG00000155034,264.3430357,-0.30625763,0.163676334,0.022727974,0.115081808
ENSG00000155066,12.45485942,0.033986612,0.225322359,0.76969027,0.921157262
ENSG00000155070,3.81818585,-0.029631058,0.250774694,0.687141895,NA
ENSG00000155085,135.4820174,0.529761944,0.218990544,0.002286697,0.020081481
ENSG00000155090,684.888583,0.48468347,0.224634261,0.005077543,0.037077727
ENSG00000155093,17.58844793,-0.005945463,0.241105566,0.945161205,0.983404882
ENSG00000155096,2239.858172,0.092672018,0.110081963,0.353498284,0.656623812
ENSG00000155097,1576.420661,-0.136904369,0.113474983,0.168051067,0.43431191
ENSG00000155099,281.5490535,0.009046389,0.151749295,0.942775358,0.982753807
ENSG00000155100,197.9808037,-0.264943102,0.12272967,0.015003794,0.084733084
ENSG00000155111,830.8842492,0.112095403,0.134422133,0.331046441,0.635717296
ENSG00000155115,397.6387301,-0.022925313,0.131159687,0.838776594,0.947531903
ENSG00000155130,5653.905289,1.143753615,0.162311151,1.45E-13,1.78E-11
ENSG00000155158,345.3883629,0.087081385,0.140165288,0.462280942,0.744004304
ENSG00000155189,244.8516651,-0.429810125,0.254744324,0.016186992,0.089956974
ENSG00000155229,1185.086693,-0.051363373,0.094152416,0.557383937,0.808237937
ENSG00000155252,720.1407559,0.186892886,0.112742652,0.065459273,0.239968767
ENSG00000155254,2455.567839,-0.095100488,0.085691251,0.238645941,0.533969187
ENSG00000155256,421.1695183,-0.01479001,0.10411598,0.875324211,0.959852805
ENSG00000155275,159.9580054,-0.039691802,0.124734828,0.716175097,0.899142438
ENSG00000155287,498.8573574,0.072698747,0.134368105,0.528585534,0.79098154
ENSG00000155304,734.2495265,-0.003442911,0.103945579,0.970012632,0.991688892
ENSG00000155313,1597.719754,0.0495633,0.095135274,0.573842504,0.818671127
ENSG00000155324,535.8840585,-1.149624112,0.330039685,2.81E-05,0.00051056
ENSG00000155329,170.9617144,-0.258299769,0.163852704,0.051443386,0.204117351
ENSG00000155330,94.79900729,-0.011387983,0.181988751,0.928332072,0.977881978
ENSG00000155363,778.2302781,0.236017388,0.154351594,0.064346542,0.237287876
ENSG00000155366,2036.562049,-0.123891062,0.139551837,0.29238339,0.593979578
ENSG00000155367,9.259976243,-0.108020791,0.254323566,0.342897869,0.647078552
ENSG00000155368,747.3761117,-0.162761335,0.140322498,0.170190144,0.437414505
ENSG00000155380,763.9613183,0.21045787,0.141398208,0.079805273,0.273796922
ENSG00000155393,194.6585855,-0.318079344,0.222783089,0.044782322,0.185064172
ENSG00000155428,26.34411214,-0.035598741,0.217971048,0.767141148,0.919564389
ENSG00000155438,304.9352268,-0.144253187,0.108753987,0.143189007,0.39596838
ENSG00000155463,1865.314757,0.140106774,0.088564091,0.091762001,0.300382879
ENSG00000155465,145.8168841,-0.230081175,0.211285078,0.11968906,0.354720546
ENSG00000155506,4222.408173,-0.217527583,0.119938725,0.041371154,0.174999112
ENSG00000155508,741.3418031,-0.54537446,0.161657535,0.000117389,0.001720665
ENSG00000155511,2878.365242,-0.698674271,0.296912901,0.001603038,0.015079817
ENSG00000155530,3.254609666,-0.01122078,0.249907268,0.870843759,NA
ENSG00000155542,54.87690296,0.124426885,0.218649753,0.362327668,0.664267391
ENSG00000155545,397.2402243,-0.035807427,0.100455054,0.698105198,0.891527719
ENSG00000155561,853.4742563,0.243668249,0.116896079,0.020020166,0.104919103
ENSG00000155592,190.7624526,0.150085183,0.121839714,0.163472402,0.427346574
ENSG00000155621,241.0810034,0.197184312,0.150247536,0.113276096,0.342436683
ENSG00000155629,51.94477511,0.02607847,0.241602647,0.782102389,0.92574078
ENSG00000155636,207.5112519,0.05088333,0.159208664,0.688098183,0.885856018
ENSG00000155640,107.9757513,0.152736617,0.217256029,0.279972108,0.580947735
ENSG00000155657,291.8418083,-0.020106249,0.158849635,0.871677574,0.958168635
ENSG00000155660,3821.062232,0.223063413,0.178793465,0.106376831,0.330627733
ENSG00000155666,47.93173117,0.203012576,0.227904246,0.172322894,0.441268392
ENSG00000155729,434.3096816,0.016029319,0.116440207,0.878567473,0.960950255
ENSG00000155744,299.0335439,-0.01231299,0.113819078,0.903173184,0.970336747
ENSG00000155749,18.92309009,-0.76568744,0.397328409,0.003646052,0.02876983
ENSG00000155754,21.8781138,-0.021378798,0.21327238,0.860176527,0.955183459
ENSG00000155755,698.5768859,0.078484013,0.174482876,0.56319585,0.811857035
ENSG00000155760,1718.180981,0.315512447,0.210300532,0.041673126,0.175947803
ENSG00000155792,30.24042917,0.684318675,0.441753344,0.007689337,0.05093518
ENSG00000155816,360.0766025,-0.172592783,0.248264343,0.21991235,0.508961682
ENSG00000155827,1291.941695,0.340048487,0.075179486,2.39E-06,5.91E-05
ENSG00000155846,4.856567907,0.071894479,0.263454894,0.320389351,0.624004931
ENSG00000155849,22.56776881,-0.141424677,0.302710732,0.086308632,0.288322465
ENSG00000155850,670.3923778,-0.349893703,0.11919885,0.001139692,0.011515781
ENSG00000155858,130.0563585,-0.225820383,0.172675309,0.095679234,0.308697125
ENSG00000155868,163.0833979,-0.009099416,0.139186523,0.937296286,0.981380639
ENSG00000155875,3.007406426,0.045177864,0.257454088,0.475556543,NA
ENSG00000155876,1991.823193,-0.132611594,0.092145031,0.122410984,0.359844198
ENSG00000155893,344.8295193,0.79563081,0.188094479,2.25E-06,5.62E-05
ENSG00000155897,24.28831608,3.577707487,0.88649244,2.32E-06,5.78E-05
ENSG00000155903,814.3964757,-0.113133608,0.170038175,0.386746202,0.684971837
ENSG00000155906,468.3560027,-0.108584142,0.140833179,0.359823341,0.662404433
ENSG00000155918,2.990304603,0.080467663,0.265568147,0.287659373,NA
ENSG00000155926,2.456368179,0.025275455,0.256487618,0.62916255,NA
ENSG00000155957,187.7838944,-0.198944972,0.25113578,0.175342422,0.445599474
ENSG00000155959,533.9687603,-0.042171364,0.113388265,0.678520032,0.880446628
ENSG00000155961,9.241202101,0.118811412,0.284877435,0.145618412,0.400025591
ENSG00000155962,402.9227018,1.17613621,0.199411116,2.39E-10,1.57E-08
ENSG00000155966,2.925056534,0.019448869,0.25867994,0.584900998,NA
ENSG00000155970,252.8316262,-0.07314165,0.154723022,0.556915021,0.808010686
ENSG00000155974,4.650784048,-0.047306736,0.250911734,0.564169766,0.812356037
ENSG00000155975,940.9833031,-0.451722091,0.106305789,5.07E-06,0.000114203
ENSG00000155980,43.61201995,0.19721315,0.220851541,0.179693102,0.451611489
ENSG00000155984,510.0418649,-0.244534812,0.147009307,0.047635903,0.193937
ENSG00000156011,1999.095126,0.420558787,0.208356907,0.009129688,0.058404855
ENSG00000156017,381.8036997,0.215368804,0.179712765,0.119279969,0.353828824
ENSG00000156026,893.1652705,-0.13202382,0.142690255,0.269913278,0.569268784
ENSG00000156030,815.1007326,0.055525065,0.140263274,0.639781959,0.857463476
ENSG00000156042,111.0005749,0.096870011,0.200858524,0.470454037,0.750179863
ENSG00000156049,82.59879323,0.064652658,0.217356757,0.608878389,0.839303403
ENSG00000156050,143.2255747,0.662396325,0.192404878,6.89E-05,0.001096092
ENSG00000156052,1663.723872,-0.201210354,0.126562801,0.069156921,0.248841297
ENSG00000156097,3.07061148,0.037222084,0.251979662,0.615091687,NA
ENSG00000156103,29.33878115,0.149617434,0.289653612,0.168946502,0.435542743
ENSG00000156110,415.1327363,0.038366972,0.120386467,0.719915743,0.900739883
ENSG00000156113,750.9236955,0.524647013,0.197266219,0.001226773,0.012211783
ENSG00000156136,167.3520972,-0.082428468,0.158479422,0.513690521,0.782853903
ENSG00000156140,231.2639745,-0.204606558,0.283481473,0.151488494,0.408897056
ENSG00000156162,1098.76876,-0.392305359,0.15458413,0.002945485,0.024412289
ENSG00000156170,137.1760786,0.118977814,0.155242615,0.344122676,0.648208621
ENSG00000156171,1248.544094,0.029599199,0.121348687,0.783914695,0.926162587
ENSG00000156172,54.03302956,-0.028861712,0.212086453,0.813981971,0.938836857
ENSG00000156218,9.038267156,-0.013945589,0.246654078,0.857560385,0.954007252
ENSG00000156219,2.898138242,-0.035657288,0.254271641,0.589933944,NA
ENSG00000156232,307.7044344,-0.519503287,0.12747895,8.55E-06,0.000181816
ENSG00000156239,233.2447263,0.69167789,0.158957231,1.65E-06,4.25E-05
ENSG00000156253,392.6066564,-0.008533159,0.130042283,0.938504252,0.981806165
ENSG00000156256,1002.62502,-0.16864702,0.11737746,0.106739303,0.331299631
ENSG00000156261,2417.877609,-0.25708511,0.083780237,0.001152649,0.011620777
ENSG00000156265,518.3656023,-0.076266821,0.227637596,0.531621612,0.792484608
ENSG00000156273,1425.996187,-0.080173823,0.14266109,0.501064563,0.773882949
ENSG00000156299,2.873484103,-0.024048349,0.252148342,0.719173995,NA
ENSG00000156304,944.5977067,-0.014335643,0.123077955,0.893664008,0.967411856
ENSG00000156313,123.0735682,-0.315594449,0.238988818,0.052591709,0.207537355
ENSG00000156345,156.0684981,0.415880726,0.234178381,0.014970999,0.084627018
ENSG00000156374,180.156471,-0.209778794,0.166842282,0.113336553,0.342510263
ENSG00000156381,67.43903878,-0.002235367,0.172676716,0.984495543,0.995651767
ENSG00000156384,80.4041915,-0.048805712,0.17202477,0.704983541,0.894849493
ENSG00000156398,39.07832074,-0.233311467,0.305390662,0.116409094,0.348097983
ENSG00000156411,682.9152791,0.040575486,0.120713797,0.70550466,0.895137998
ENSG00000156414,19.50033163,-0.004295535,0.256882329,0.908590733,0.972118098
ENSG00000156427,45.32693134,-0.060862734,0.254397273,0.462763541,0.744440337
ENSG00000156453,14.74854614,0.193285574,0.352787643,0.041861651,0.176455917
ENSG00000156463,10.80522204,-0.136329672,0.268399523,0.248070697,0.543643017
ENSG00000156466,7.121212513,0.289613202,0.486967497,0.02575528,0.126446131
ENSG00000156467,2239.180376,0.182267789,0.102860231,0.053419239,0.209843095
ENSG00000156469,230.0637956,0.001850631,0.107840528,0.987776496,0.996885727
ENSG00000156471,2275.922289,0.443641836,0.164276067,0.00151586,0.014438923
ENSG00000156475,2.218130899,0.024576654,0.259259049,0.496654272,NA
ENSG00000156482,3115.007338,0.041830233,0.15162556,0.737009609,0.908806059
ENSG00000156486,203.833009,0.03864717,0.163339509,0.762674987,0.918159528
ENSG00000156500,64.69963375,0.122297536,0.187709713,0.367527755,0.668591258
ENSG00000156502,317.1937808,0.064680324,0.101130266,0.488095976,0.763725533
ENSG00000156504,419.6328263,-0.310669812,0.129609463,0.006457559,0.044721556
ENSG00000156508,256781.0778,0.154533643,0.129200648,0.175444202,0.445795598
ENSG00000156509,2.557476537,0.000348567,0.250434911,0.996980016,NA
ENSG00000156515,2428.479877,-0.172422879,0.131224916,0.128642122,0.370408347
ENSG00000156521,285.4895637,-0.31498292,0.170800128,0.022445003,0.114063425
ENSG00000156531,579.680954,0.009337191,0.100322524,0.920479208,0.976031242
ENSG00000156535,3872.841057,-0.070325842,0.156957065,0.574931937,0.819290345
ENSG00000156574,1.466408336,-0.023954905,0.25672318,0.627709208,NA
ENSG00000156587,1336.054278,-0.005151963,0.128672379,0.961743868,0.988718795
ENSG00000156599,2505.153815,-0.231875847,0.120507577,0.02632294,0.128542506
ENSG00000156603,210.0971002,0.038036773,0.122491949,0.725875612,0.903737984
ENSG00000156639,2025.217276,0.021583171,0.112569218,0.832717994,0.945793486
ENSG00000156642,2616.799852,-0.181856139,0.137498108,0.120728033,0.356342421
ENSG00000156650,1782.118037,0.043851769,0.097114994,0.627150688,0.849289294
ENSG00000156671,1554.486735,-0.5628387,0.141215665,1.05E-05,0.000218217
ENSG00000156675,1631.846975,-1.378106237,0.369855189,9.85E-06,0.000206124
ENSG00000156689,46.31276478,-0.157868832,0.275445218,0.205702963,0.488814346
ENSG00000156697,365.7791456,-0.047213026,0.135207254,0.68306123,0.882795
ENSG00000156709,417.8452648,0.018050607,0.110059691,0.857310136,0.953875621
ENSG00000156711,147.6530466,-0.111825849,0.247041546,0.356052577,0.659099268
ENSG00000156735,540.9636451,-0.175241423,0.142770897,0.144575294,0.398292921
ENSG00000156787,133.3375096,0.020586554,0.131986299,0.857153135,0.953872442
ENSG00000156795,84.87329227,-0.063737053,0.171053744,0.622793693,0.847482821
ENSG00000156802,420.8985094,0.181328243,0.123008834,0.094606034,0.30672468
ENSG00000156804,3746.697645,-0.982681645,0.275434854,2.41E-05,0.000450219
ENSG00000156831,267.8263674,-0.064461612,0.11325679,0.525815548,0.789035027
ENSG00000156853,192.2657372,0.122524311,0.130292831,0.277626645,0.578067111
ENSG00000156858,429.6799536,-0.046171107,0.15194994,0.707047542,0.895816479
ENSG00000156860,1074.321634,-0.181060619,0.077507467,0.01402198,0.080752827
ENSG00000156869,182.2398491,0.658906093,0.249276913,0.000849354,0.009065875
ENSG00000156873,213.797838,-0.063096479,0.118473151,0.548399492,0.803578236
ENSG00000156875,1026.406664,-0.143826402,0.096441597,0.106838047,0.331322304
ENSG00000156876,50.46510061,0.587868069,0.236152239,0.00157944,0.014919041
ENSG00000156928,277.3351264,-0.314384644,0.124273281,0.004515496,0.033886379
ENSG00000156931,825.3322703,0.467011471,0.092723224,1.10E-07,3.86E-06
ENSG00000156958,205.3895628,-0.098789374,0.147996478,0.417409244,0.711067539
ENSG00000156966,5.305643812,0.012214843,0.245327603,0.882451543,0.962457083
ENSG00000156968,3.99571269,-0.023839191,0.247650367,0.762761326,NA
ENSG00000156970,19.68334707,-0.015533989,0.232350019,0.879970944,0.961314133
ENSG00000156973,283.0225424,0.117532143,0.119207714,0.268749568,0.567673537
ENSG00000156976,6009.383766,0.139892587,0.06801892,0.032876289,0.150257247
ENSG00000156983,374.0809249,0.066839329,0.1197892,0.53044028,0.792053619
ENSG00000156990,275.2937007,-0.031798861,0.112187193,0.752462361,0.914800063
ENSG00000157005,4.221031284,0.089518176,0.277337126,0.105304351,NA
ENSG00000157014,295.2899554,-0.233484531,0.147209507,0.05858417,0.223258186
ENSG00000157017,2.185295811,-0.012141499,0.251957994,0.847725561,NA
ENSG00000157020,1510.157381,0.134132492,0.133643844,0.245942729,0.541468516
ENSG00000157021,69.64125167,-0.030453096,0.186483642,0.814410691,0.939140904
ENSG00000157036,269.4259697,-0.44906449,0.193045414,0.003917289,0.030393802
ENSG00000157045,1018.235564,-0.102538219,0.130299981,0.362869737,0.664521483
ENSG00000157064,11.16625178,-0.016352813,0.252914389,0.788480644,0.92837485
ENSG00000157077,793.2716005,0.074697038,0.127147738,0.502845222,0.775293076
ENSG00000157106,3134.471575,-0.08106275,0.114044058,0.424795569,0.71630876
ENSG00000157107,861.5558397,-0.332252237,0.125177762,0.002859784,0.023879761
ENSG00000157110,2970.379955,-0.875237205,0.098252983,4.98E-20,1.41E-17
ENSG00000157111,41.22678114,-0.085125178,0.232983666,0.481815527,0.759338207
ENSG00000157150,167.6099565,-2.875816934,0.289793157,1.99E-24,8.80E-22
ENSG00000157152,49.94639709,-3.449464985,0.441530007,3.87E-16,6.38E-14
ENSG00000157168,57.89734892,0.303679917,0.525860968,0.021050285,0.10880685
ENSG00000157181,469.758809,-0.050339065,0.114532496,0.623473473,0.847913109
ENSG00000157184,159.0867581,0.178211003,0.165164869,0.175532455,0.445832257
ENSG00000157191,1265.900669,-0.122188863,0.123526246,0.259797083,0.557274894
ENSG00000157193,58.85575282,0.024375629,0.182180157,0.852506758,0.952446037
ENSG00000157212,214.1589852,0.096457408,0.128777441,0.389685855,0.687907036
ENSG00000157214,3009.219148,-1.939003938,0.223453729,2.22E-19,5.59E-17
ENSG00000157216,1528.641788,-0.698198994,0.181946372,1.35E-05,0.000271716
ENSG00000157224,669.9108153,-0.364665981,0.123771836,0.001024274,0.010561624
ENSG00000157227,28153.56654,0.100514607,0.125794231,0.36225356,0.66419874
ENSG00000157240,1926.560158,-0.105918908,0.157200446,0.400470173,0.696020542
ENSG00000157259,1010.938699,0.005132599,0.094975443,0.954594722,0.987020879
ENSG00000157303,4.522243992,0.070247546,0.271299145,0.090876977,0.298426353
ENSG00000157306,15.07983191,0.040851371,0.22233134,0.732453009,0.906782231
ENSG00000157315,7.353656809,0.051109818,0.250919136,0.54998935,0.804144705
ENSG00000157322,5.398651291,-0.06508287,0.250949339,0.483794191,0.761005231
ENSG00000157326,372.6621788,-0.120733207,0.128268357,0.27935616,0.580338911
ENSG00000157335,4.206725497,-0.094714542,0.269460133,0.253434602,NA
ENSG00000157343,14.94731307,-0.15633871,0.259757679,0.238864817,0.534034587
ENSG00000157349,442.5132017,-0.088650428,0.129122584,0.429014472,0.71973842
ENSG00000157350,376.4229282,0.194665955,0.130187946,0.085778761,0.287096585
ENSG00000157353,217.8223905,-0.138625097,0.129501695,0.217183856,0.506134627
ENSG00000157368,52.06848032,2.013256111,0.389234681,1.18E-08,5.23E-07
ENSG00000157379,317.0589321,0.142442127,0.17235815,0.284554395,0.585427205
ENSG00000157388,5.600247581,0.082919031,0.262556097,0.324043966,0.627900134
ENSG00000157399,66.49259676,0.044829437,0.235487581,0.677344406,0.879612354
ENSG00000157404,464.1179241,0.306397497,0.194247189,0.039162188,0.168287798
ENSG00000157423,132.2811181,0.154240492,0.162607198,0.235167987,0.52925943
ENSG00000157426,274.8047164,0.0727773,0.1176156,0.488364092,0.763725533
ENSG00000157429,43.30247174,0.44515214,0.258587581,0.014386512,0.08211734
ENSG00000157445,110.0756034,0.658743326,0.369361159,0.005691263,0.040333175
ENSG00000157450,845.2125137,-0.097229502,0.086653851,0.232959436,0.52670986
ENSG00000157456,36.67507715,-0.144438449,0.208217632,0.300694149,0.603414456
ENSG00000157470,3.949374218,-0.019007135,0.252144304,0.76671477,NA
ENSG00000157483,2235.222121,-0.804686333,0.23988567,6.69E-05,0.001071912
ENSG00000157500,1122.958775,-0.092570625,0.107283125,0.341778308,0.645859659
ENSG00000157502,5.897404493,-0.123716959,0.301949538,0.013364237,0.078002542
ENSG00000157510,487.9878076,-1.642287042,0.22001292,4.85E-15,6.75E-13
ENSG00000157514,2205.661588,-3.260284796,0.359817026,6.13E-21,1.95E-18
ENSG00000157538,1695.1131,-0.331694124,0.116199398,0.001607867,0.015108784
ENSG00000157540,969.5801696,-0.091981844,0.092110756,0.284175075,0.585282045
ENSG00000157542,10.66428805,-0.092007851,0.277022056,0.129191489,0.371399905
ENSG00000157551,2.448504524,-0.018447218,0.252208541,0.776538467,NA
