GO.ID	Term	Annotated	Significant	Expected	weight01
GO:0034354	'de novo' NAD+ biosynthetic process from...	6	0	0.41	1.00000
GO:0034375	high-density lipoprotein particle remode...	11	0	0.75	1.00000
GO:0034380	high-density lipoprotein particle assemb...	9	0	0.61	1.00000
GO:0034397	telomere localization	7	0	0.48	1.00000
GO:0034472	snRNA 3'-end processing	22	0	1.5	1.00000
GO:0034475	U4 snRNA 3'-end processing	8	0	0.54	1.00000
GO:0034486	vacuolar transmembrane transport	8	0	0.54	1.00000
GO:0034498	early endosome to Golgi transport	13	0	0.88	1.00000
GO:0034501	protein localization to kinetochore	15	0	1.02	1.00000
GO:0034508	centromere complex assembly	31	0	2.11	1.00000
GO:0034551	mitochondrial respiratory chain complex ...	14	0	0.95	1.00000
GO:0034587	piRNA processing	12	0	0.82	1.00000
GO:0034625	fatty acid elongation, monounsaturated f...	6	0	0.41	1.00000
GO:0034626	fatty acid elongation, polyunsaturated f...	6	0	0.41	1.00000
GO:0034635	glutathione transport	11	0	0.75	1.00000
GO:0034650	cortisol metabolic process	8	0	0.54	1.00000
GO:0034651	cortisol biosynthetic process	6	0	0.41	1.00000
GO:0034775	glutathione transmembrane transport	9	0	0.61	1.00000
GO:0034975	protein folding in endoplasmic reticulum	10	0	0.68	1.00000
GO:0034982	mitochondrial protein processing	13	0	0.88	1.00000
GO:0035020	regulation of Rac protein signal transdu...	27	0	1.84	1.00000
GO:0035022	positive regulation of Rac protein signa...	14	0	0.95	1.00000
GO:0035036	sperm-egg recognition	28	0	1.9	1.00000
GO:0035089	establishment of apical/basal cell polar...	19	0	1.29	1.00000
GO:0035092	sperm DNA condensation	9	0	0.61	1.00000
GO:0035112	genitalia morphogenesis	8	0	0.54	1.00000
GO:0035115	embryonic forelimb morphogenesis	23	0	1.56	1.00000
GO:0035188	hatching	27	0	1.84	1.00000
GO:0035234	ectopic germ cell programmed cell death	12	0	0.82	1.00000
GO:0035303	regulation of dephosphorylation	18	0	1.22	1.00000
GO:0035315	hair cell differentiation	34	0	2.31	1.00000
GO:0035359	negative regulation of peroxisome prolif...	6	0	0.41	1.00000
GO:0035435	phosphate ion transmembrane transport	10	0	0.68	1.00000
GO:0035443	tripeptide transmembrane transport	10	0	0.68	1.00000
GO:0035456	response to interferon-beta	28	0	1.9	1.00000
GO:0035458	cellular response to interferon-beta	21	0	1.43	1.00000
GO:0035519	protein K29-linked ubiquitination	11	0	0.75	1.00000
GO:0035520	monoubiquitinated protein deubiquitinati...	9	0	0.61	1.00000
GO:0035563	positive regulation of chromatin binding	7	0	0.48	1.00000
GO:0035588	G protein-coupled purinergic receptor si...	7	0	0.48	1.00000
GO:0035617	stress granule disassembly	7	0	0.48	1.00000
GO:0035641	locomotory exploration behavior	12	0	0.82	1.00000
GO:0035652	clathrin-coated vesicle cargo loading	7	0	0.48	1.00000
GO:0035654	clathrin-coated vesicle cargo loading, A...	7	0	0.48	1.00000
GO:0035666	TRIF-dependent toll-like receptor signal...	9	0	0.61	1.00000
GO:0035694	mitochondrial protein catabolic process	10	0	0.68	1.00000
GO:0035696	monocyte extravasation	6	0	0.41	1.00000
GO:0035701	hematopoietic stem cell migration	6	0	0.41	1.00000
GO:0035720	intraciliary anterograde transport	18	0	1.22	1.00000
GO:0035721	intraciliary retrograde transport	14	0	0.95	1.00000
GO:0035735	intraciliary transport involved in ciliu...	7	0	0.48	1.00000
GO:0035740	CD8-positive, alpha-beta T cell prolifer...	7	0	0.48	1.00000
GO:0035790	platelet-derived growth factor receptor-...	6	0	0.41	1.00000
GO:0035791	platelet-derived growth factor receptor-...	14	0	0.95	1.00000
GO:0035845	photoreceptor cell outer segment organiz...	10	0	0.68	1.00000
GO:0035871	protein K11-linked deubiquitination	9	0	0.61	1.00000
GO:0035873	lactate transmembrane transport	6	0	0.41	1.00000
GO:0035933	glucocorticoid secretion	6	0	0.41	1.00000
GO:0035964	COPI-coated vesicle budding	6	0	0.41	1.00000
GO:0036005	response to macrophage colony-stimulatin...	8	0	0.54	1.00000
GO:0036006	cellular response to macrophage colony-s...	7	0	0.48	1.00000
GO:0036065	fucosylation	8	0	0.54	1.00000
GO:0036066	protein O-linked glycosylation via fucos...	6	0	0.41	1.00000
GO:0036089	cleavage furrow formation	7	0	0.48	1.00000
GO:0036093	germ cell proliferation	7	0	0.48	1.00000
GO:0036109	alpha-linolenic acid metabolic process	15	0	1.02	1.00000
GO:0036115	fatty-acyl-CoA catabolic process	6	0	0.41	1.00000
GO:0036150	phosphatidylserine acyl-chain remodeling	8	0	0.54	1.00000
GO:0036152	phosphatidylethanolamine acyl-chain remo...	9	0	0.61	1.00000
GO:0036158	outer dynein arm assembly	12	0	0.82	1.00000
GO:0036159	inner dynein arm assembly	8	0	0.54	1.00000
GO:0036166	phenotypic switching	6	0	0.41	1.00000
GO:0036257	multivesicular body organization	32	0	2.18	1.00000
GO:0036258	multivesicular body assembly	31	0	2.11	1.00000
GO:0036260	RNA capping	16	0	1.09	1.00000
GO:0036261	7-methylguanosine cap hypermethylation	8	0	0.54	1.00000
GO:0036265	RNA (guanine-N7)-methylation	8	0	0.54	1.00000
GO:0036337	Fas signaling pathway	7	0	0.48	1.00000
GO:0036342	post-anal tail morphogenesis	16	0	1.09	1.00000
GO:0036444	calcium import into the mitochondrion	17	0	1.16	1.00000
GO:0036466	synaptic vesicle recycling via endosome	7	0	0.48	1.00000
GO:0036481	intrinsic apoptotic signaling pathway in...	8	0	0.54	1.00000
GO:0036490	regulation of translation in response to...	10	0	0.68	1.00000
GO:0036498	IRE1-mediated unfolded protein response	20	0	1.36	1.00000
GO:0036499	PERK-mediated unfolded protein response	23	0	1.56	1.00000
GO:0036500	ATF6-mediated unfolded protein response	10	0	0.68	1.00000
GO:0038003	G protein-coupled opioid receptor signal...	7	0	0.48	1.00000
GO:0038094	Fc-gamma receptor signaling pathway	17	0	1.16	1.00000
GO:0038096	Fc-gamma receptor signaling pathway invo...	16	0	1.09	1.00000
GO:0038172	interleukin-33-mediated signaling pathwa...	7	0	0.48	1.00000
GO:0038173	interleukin-17A-mediated signaling pathw...	6	0	0.41	1.00000
GO:0039529	RIG-I signaling pathway	24	0	1.63	1.00000
GO:0039530	MDA-5 signaling pathway	10	0	0.68	1.00000
GO:0039533	regulation of MDA-5 signaling pathway	6	0	0.41	1.00000
GO:0039535	regulation of RIG-I signaling pathway	17	0	1.16	1.00000
GO:0039536	negative regulation of RIG-I signaling p...	8	0	0.54	1.00000
GO:0039692	single stranded viral RNA replication vi...	12	0	0.82	1.00000
GO:0039702	viral budding via host ESCRT complex	20	0	1.36	1.00000
GO:0040016	embryonic cleavage	6	0	0.41	1.00000
GO:0040019	positive regulation of embryonic develop...	13	0	0.88	1.00000
GO:0040031	snRNA modification	7	0	0.48	1.00000
GO:0040034	regulation of development, heterochronic	9	0	0.61	1.00000
GO:0042073	intraciliary transport	49	0	3.33	1.00000
GO:0042074	cell migration involved in gastrulation	7	0	0.48	1.00000
GO:0042117	monocyte activation	7	0	0.48	1.00000
GO:0042118	endothelial cell activation	8	0	0.54	1.00000
GO:0042167	heme catabolic process	7	0	0.48	1.00000
GO:0042168	heme metabolic process	39	0	2.65	1.00000
GO:0042256	cytosolic ribosome assembly	9	0	0.61	1.00000
GO:0042339	keratan sulfate proteoglycan metabolic p...	13	0	0.88	1.00000
GO:0042359	vitamin D metabolic process	10	0	0.68	1.00000
GO:0042368	vitamin D biosynthetic process	6	0	0.41	1.00000
GO:0042415	norepinephrine metabolic process	11	0	0.75	1.00000
GO:0042428	serotonin metabolic process	9	0	0.61	1.00000
GO:0042430	indole-containing compound metabolic pro...	18	0	1.22	1.00000
GO:0042473	outer ear morphogenesis	7	0	0.48	1.00000
GO:0042482	positive regulation of odontogenesis	6	0	0.41	1.00000
GO:0042491	inner ear auditory receptor cell differe...	30	0	2.04	1.00000
GO:0042537	benzene-containing compound metabolic pr...	16	0	1.09	1.00000
GO:0042659	regulation of cell fate specification	19	0	1.29	1.00000
GO:0042670	retinal cone cell differentiation	8	0	0.54	1.00000
GO:0042693	muscle cell fate commitment	7	0	0.48	1.00000
GO:0042711	maternal behavior	6	0	0.41	1.00000
GO:0042745	circadian sleep/wake cycle	12	0	0.82	1.00000
GO:0042749	regulation of circadian sleep/wake cycle	8	0	0.54	1.00000
GO:0042754	negative regulation of circadian rhythm	7	0	0.48	1.00000
GO:0042773	ATP synthesis coupled electron transport	93	0	6.33	1.00000
GO:0042775	mitochondrial ATP synthesis coupled elec...	93	0	6.33	1.00000
GO:0042776	proton motive force-driven mitochondrial...	67	0	4.56	1.00000
GO:0042791	5S class rRNA transcription by RNA polym...	6	0	0.41	1.00000
GO:0042797	tRNA transcription by RNA polymerase III	11	0	0.75	1.00000
GO:0042939	tripeptide transport	12	0	0.82	1.00000
GO:0042985	negative regulation of amyloid precursor...	6	0	0.41	1.00000
GO:0043038	amino acid activation	45	0	3.06	1.00000
GO:0043039	tRNA aminoacylation	44	0	2.99	1.00000
GO:0043045	epigenetic programming of gene expressio...	27	0	1.84	1.00000
GO:0043102	amino acid salvage	8	0	0.54	1.00000
GO:0043129	surfactant homeostasis	16	0	1.09	1.00000
GO:0043131	erythrocyte enucleation	6	0	0.41	1.00000
GO:0043247	telomere maintenance in response to DNA ...	33	0	2.25	1.00000
GO:0043248	proteasome assembly	15	0	1.02	1.00000
GO:0043249	erythrocyte maturation	19	0	1.29	1.00000
GO:0043300	regulation of leukocyte degranulation	30	0	2.04	1.00000
GO:0043301	negative regulation of leukocyte degranu...	6	0	0.41	1.00000
GO:0043302	positive regulation of leukocyte degranu...	17	0	1.16	1.00000
GO:0043304	regulation of mast cell degranulation	21	0	1.43	1.00000
GO:0043306	positive regulation of mast cell degranu...	9	0	0.61	1.00000
GO:0043312	neutrophil degranulation	7	0	0.48	1.00000
GO:0043320	natural killer cell degranulation	8	0	0.54	1.00000
GO:0043328	protein transport to vacuole involved in...	16	0	1.09	1.00000
GO:0043353	enucleate erythrocyte differentiation	13	0	0.88	1.00000
GO:0043354	enucleate erythrocyte maturation	6	0	0.41	1.00000
GO:0043374	CD8-positive, alpha-beta T cell differen...	9	0	0.61	1.00000
GO:0043376	regulation of CD8-positive, alpha-beta T...	6	0	0.41	1.00000
GO:0043392	negative regulation of DNA binding	14	0	0.95	1.00000
GO:0043393	regulation of protein binding	37	0	2.52	1.00000
GO:0043414	macromolecule methylation	115	0	7.82	1.00000
GO:0043416	regulation of skeletal muscle tissue reg...	6	0	0.41	1.00000
GO:0043461	proton-transporting ATP synthase complex...	7	0	0.48	1.00000
GO:0043490	malate-aspartate shuttle	9	0	0.61	1.00000
GO:0043504	mitochondrial DNA repair	7	0	0.48	1.00000
GO:0043506	regulation of JUN kinase activity	17	0	1.16	1.00000
GO:0043507	positive regulation of JUN kinase activi...	11	0	0.75	1.00000
GO:0043508	negative regulation of JUN kinase activi...	6	0	0.41	1.00000
GO:0043518	negative regulation of DNA damage respon...	15	0	1.02	1.00000
GO:0043545	molybdopterin cofactor metabolic process	6	0	0.41	1.00000
GO:0043558	regulation of translational initiation i...	11	0	0.75	1.00000
GO:0043568	positive regulation of insulin-like grow...	7	0	0.48	1.00000
GO:0043574	peroxisomal transport	21	0	1.43	1.00000
GO:0043586	tongue development	13	0	0.88	1.00000
GO:0043587	tongue morphogenesis	8	0	0.54	1.00000
GO:0043653	mitochondrial fragmentation involved in ...	9	0	0.61	1.00000
GO:0043691	reverse cholesterol transport	12	0	0.82	1.00000
GO:0043921	host-mediated perturbation of viral tran...	24	0	1.63	1.00000
GO:0043922	host-mediated suppression of viral trans...	9	0	0.61	1.00000
GO:0043923	host-mediated activation of viral transc...	17	0	1.16	1.00000
GO:0044029	positive regulation of gene expression v...	9	0	0.61	1.00000
GO:0044208	'de novo' AMP biosynthetic process	8	0	0.54	1.00000
GO:0044209	AMP salvage	6	0	0.41	1.00000
GO:0044314	protein K27-linked ubiquitination	17	0	1.16	1.00000
GO:0044341	sodium-dependent phosphate transport	6	0	0.41	1.00000
GO:0044571	[2Fe-2S] cluster assembly	9	0	0.61	1.00000
GO:0044597	daunorubicin metabolic process	9	0	0.61	1.00000
GO:0044598	doxorubicin metabolic process	9	0	0.61	1.00000
GO:0044721	protein import into peroxisome matrix, s...	6	0	0.41	1.00000
GO:0044725	epigenetic programming in the zygotic pr...	10	0	0.68	1.00000
GO:0044743	protein transmembrane import into intrac...	15	0	1.02	1.00000
GO:0044771	meiotic cell cycle phase transition	13	0	0.88	1.00000
GO:0044790	suppression of viral release by host	16	0	1.09	1.00000
GO:0044828	host-mediated suppression of viral genom...	11	0	0.75	1.00000
GO:0044830	host-mediated perturbation of viral RNA ...	6	0	0.41	1.00000
GO:0044848	biological phase	6	0	0.41	1.00000
GO:0044851	hair cycle phase	6	0	0.41	1.00000
GO:0045002	double-strand break repair via single-st...	8	0	0.54	1.00000
GO:0045006	DNA deamination	10	0	0.68	1.00000
GO:0045008	depyrimidination	8	0	0.54	1.00000
GO:0045026	plasma membrane fusion	12	0	0.82	1.00000
GO:0045039	protein insertion into mitochondrial inn...	18	0	1.22	1.00000
GO:0045040	protein insertion into mitochondrial out...	11	0	0.75	1.00000
GO:0045046	protein import into peroxisome membrane	6	0	0.41	1.00000
GO:0045050	protein insertion into ER membrane by st...	12	0	0.82	1.00000
GO:0045054	constitutive secretory pathway	8	0	0.54	1.00000
GO:0045071	negative regulation of viral genome repl...	40	0	2.72	1.00000
GO:0045091	regulation of single stranded viral RNA ...	11	0	0.75	1.00000
GO:0045141	meiotic telomere clustering	6	0	0.41	1.00000
GO:0045161	neuronal ion channel clustering	10	0	0.68	1.00000
GO:0045162	clustering of voltage-gated sodium chann...	6	0	0.41	1.00000
GO:0045187	regulation of circadian sleep/wake cycle...	6	0	0.41	1.00000
GO:0045198	establishment of epithelial cell apical/...	15	0	1.02	1.00000
GO:0045472	response to ether	15	0	1.02	1.00000
GO:0045541	negative regulation of cholesterol biosy...	7	0	0.48	1.00000
GO:0045605	negative regulation of epidermal cell di...	6	0	0.41	1.00000
GO:0045624	positive regulation of T-helper cell dif...	17	0	1.16	1.00000
GO:0045625	regulation of T-helper 1 cell differenti...	7	0	0.48	1.00000
GO:0045651	positive regulation of macrophage differ...	12	0	0.82	1.00000
GO:0045653	negative regulation of megakaryocyte dif...	6	0	0.41	1.00000
GO:0045657	positive regulation of monocyte differen...	8	0	0.54	1.00000
GO:0045683	negative regulation of epidermis develop...	6	0	0.41	1.00000
GO:0045721	negative regulation of gluconeogenesis	17	0	1.16	1.00000
GO:0045723	positive regulation of fatty acid biosyn...	13	0	0.88	1.00000
GO:0045724	positive regulation of cilium assembly	31	0	2.11	1.00000
GO:0045736	negative regulation of cyclin-dependent ...	9	0	0.61	1.00000
GO:0045738	negative regulation of DNA repair	44	0	2.99	1.00000
GO:0045743	positive regulation of fibroblast growth...	6	0	0.41	1.00000
GO:0045761	regulation of adenylate cyclase activity	15	0	1.02	1.00000
GO:0045762	positive regulation of adenylate cyclase...	10	0	0.68	1.00000
GO:0045815	transcription initiation-coupled chromat...	50	0	3.4	1.00000
GO:0045836	positive regulation of meiotic nuclear d...	9	0	0.61	1.00000
GO:0045837	negative regulation of membrane potentia...	11	0	0.75	1.00000
GO:0045842	positive regulation of mitotic metaphase...	17	0	1.16	1.00000
GO:0045843	negative regulation of striated muscle t...	9	0	0.61	1.00000
GO:0045869	negative regulation of single stranded v...	8	0	0.54	1.00000
GO:0045876	positive regulation of sister chromatid ...	10	0	0.68	1.00000
GO:0045880	positive regulation of smoothened signal...	34	0	2.31	1.00000
GO:0045898	regulation of RNA polymerase II transcri...	6	0	0.41	1.00000
GO:0045900	negative regulation of translational elo...	6	0	0.41	1.00000
GO:0045916	negative regulation of complement activa...	7	0	0.48	1.00000
GO:0045939	negative regulation of steroid metabolic...	23	0	1.56	1.00000
GO:0045955	negative regulation of calcium ion-depen...	8	0	0.54	1.00000
GO:0045956	positive regulation of calcium ion-depen...	11	0	0.75	1.00000
GO:0045988	negative regulation of striated muscle c...	6	0	0.41	1.00000
GO:0045989	positive regulation of striated muscle c...	7	0	0.48	1.00000
GO:0046035	CMP metabolic process	7	0	0.48	1.00000
GO:0046039	GTP metabolic process	23	0	1.56	1.00000
GO:0046049	UMP metabolic process	13	0	0.88	1.00000
GO:0046051	UTP metabolic process	11	0	0.75	1.00000
GO:0046058	cAMP metabolic process	21	0	1.43	1.00000
GO:0046078	dUMP metabolic process	7	0	0.48	1.00000
GO:0046104	thymidine metabolic process	7	0	0.48	1.00000
GO:0046125	pyrimidine deoxyribonucleoside metabolic...	7	0	0.48	1.00000
GO:0046134	pyrimidine nucleoside biosynthetic proce...	7	0	0.48	1.00000
GO:0046149	pigment catabolic process	7	0	0.48	1.00000
GO:0046160	heme a metabolic process	10	0	0.68	1.00000
GO:0046185	aldehyde catabolic process	11	0	0.75	1.00000
GO:0046462	monoacylglycerol metabolic process	12	0	0.82	1.00000
GO:0046469	platelet activating factor metabolic pro...	6	0	0.41	1.00000
GO:0046477	glycosylceramide catabolic process	6	0	0.41	1.00000
GO:0046479	glycosphingolipid catabolic process	15	0	1.02	1.00000
GO:0046487	glyoxylate metabolic process	6	0	0.41	1.00000
GO:0046492	heme B metabolic process	8	0	0.54	1.00000
GO:0046500	S-adenosylmethionine metabolic process	10	0	0.68	1.00000
GO:0046501	protoporphyrinogen IX metabolic process	10	0	0.68	1.00000
GO:0046504	glycerol ether biosynthetic process	12	0	0.82	1.00000
GO:0046548	retinal rod cell development	7	0	0.48	1.00000
GO:0046549	retinal cone cell development	6	0	0.41	1.00000
GO:0046579	positive regulation of Ras protein signa...	13	0	0.88	1.00000
GO:0046596	regulation of viral entry into host cell	17	0	1.16	1.00000
GO:0046598	positive regulation of viral entry into ...	12	0	0.82	1.00000
GO:0046599	regulation of centriole replication	24	0	1.63	1.00000
GO:0046600	negative regulation of centriole replica...	7	0	0.48	1.00000
GO:0046601	positive regulation of centriole replica...	11	0	0.75	1.00000
GO:0046602	regulation of mitotic centrosome separat...	8	0	0.54	1.00000
GO:0046606	negative regulation of centrosome cycle	12	0	0.82	1.00000
GO:0046622	positive regulation of organ growth	36	0	2.45	1.00000
GO:0046642	negative regulation of alpha-beta T cell...	11	0	0.75	1.00000
GO:0046719	regulation by virus of viral protein lev...	8	0	0.54	1.00000
GO:0046753	non-lytic viral release	13	0	0.88	1.00000
GO:0046755	viral budding	23	0	1.56	1.00000
GO:0046761	viral budding from plasma membrane	12	0	0.82	1.00000
GO:0046782	regulation of viral transcription	19	0	1.29	1.00000
GO:0046794	transport of virus	8	0	0.54	1.00000
GO:0046826	negative regulation of protein export fr...	8	0	0.54	1.00000
GO:0046835	carbohydrate phosphorylation	21	0	1.43	1.00000
GO:0046929	negative regulation of neurotransmitter ...	7	0	0.48	1.00000
GO:0046984	regulation of hemoglobin biosynthetic pr...	8	0	0.54	1.00000
GO:0046985	positive regulation of hemoglobin biosyn...	6	0	0.41	1.00000
GO:0048025	negative regulation of mRNA splicing, vi...	20	0	1.36	1.00000
GO:0048033	heme O metabolic process	9	0	0.61	1.00000
GO:0048034	heme O biosynthetic process	9	0	0.61	1.00000
GO:0048050	post-embryonic eye morphogenesis	6	0	0.41	1.00000
GO:0048087	positive regulation of developmental pig...	8	0	0.54	1.00000
GO:0048102	autophagic cell death	7	0	0.48	1.00000
GO:0048148	behavioral response to cocaine	12	0	0.82	1.00000
GO:0048169	regulation of long-term neuronal synapti...	22	0	1.5	1.00000
GO:0048170	positive regulation of long-term neurona...	8	0	0.54	1.00000
GO:0048172	regulation of short-term neuronal synapt...	9	0	0.61	1.00000
GO:0048194	Golgi vesicle budding	10	0	0.68	1.00000
GO:0048200	Golgi transport vesicle coating	6	0	0.41	1.00000
GO:0048205	COPI coating of Golgi vesicle	6	0	0.41	1.00000
GO:0048251	elastic fiber assembly	11	0	0.75	1.00000
GO:0048280	vesicle fusion with Golgi apparatus	6	0	0.41	1.00000
GO:0048290	isotype switching to IgA isotypes	6	0	0.41	1.00000
GO:0048296	regulation of isotype switching to IgA i...	6	0	0.41	1.00000
GO:0048298	positive regulation of isotype switching...	6	0	0.41	1.00000
GO:0048308	organelle inheritance	16	0	1.09	1.00000
GO:0048312	intracellular distribution of mitochondr...	6	0	0.41	1.00000
GO:0048313	Golgi inheritance	16	0	1.09	1.00000
